positive,neutral,negative
0.857,0.141,0.003
0.929,0.069,0.003
0.396,0.6,0.003
0.638,0.358,0.004
0.965,0.032,0.003
0.95,0.047,0.003
0.915,0.082,0.003
0.977,0.02,0.003
0.787,0.196,0.017
0.9,0.096,0.004
0.762,0.232,0.006
0.692,0.305,0.003
0.954,0.043,0.002
0.922,0.075,0.003
0.68,0.317,0.004
0.938,0.059,0.002
0.89,0.107,0.003
0.928,0.07,0.002
0.973,0.023,0.004
0.957,0.041,0.002
0.953,0.045,0.002
0.959,0.038,0.003
0.263,0.724,0.013
0.733,0.263,0.005
0.966,0.032,0.002
0.938,0.059,0.004
0.789,0.206,0.004
0.975,0.023,0.002
0.87,0.125,0.005
0.403,0.592,0.005
0.871,0.126,0.003
0.827,0.17,0.003
0.951,0.046,0.003
0.829,0.167,0.003
0.954,0.044,0.002
0.795,0.2,0.005
0.972,0.026,0.002
0.969,0.028,0.003
0.958,0.04,0.002
0.888,0.109,0.003
0.246,0.749,0.005
0.968,0.03,0.002
0.928,0.069,0.003
0.899,0.097,0.004
0.928,0.069,0.003
0.858,0.138,0.004
0.857,0.139,0.004
0.865,0.131,0.004
0.915,0.083,0.002
0.896,0.102,0.002
0.964,0.033,0.003
0.685,0.309,0.005
0.953,0.045,0.002
0.835,0.161,0.005
0.949,0.048,0.003
0.132,0.852,0.015
0.897,0.101,0.002
0.849,0.146,0.005
0.654,0.34,0.005
0.968,0.03,0.002
0.644,0.351,0.005
0.807,0.19,0.003
0.957,0.039,0.003
0.936,0.062,0.002
0.456,0.541,0.004
0.953,0.044,0.002
0.849,0.147,0.004
0.947,0.051,0.003
0.969,0.028,0.003
0.789,0.204,0.007
0.712,0.281,0.007
0.915,0.082,0.003
0.918,0.079,0.004
0.858,0.138,0.004
0.932,0.065,0.004
0.834,0.16,0.006
0.457,0.536,0.007
0.88,0.116,0.004
0.845,0.151,0.003
0.962,0.036,0.002
0.973,0.025,0.002
0.801,0.194,0.005
0.941,0.053,0.006
0.966,0.032,0.002
0.833,0.164,0.003
0.977,0.02,0.002
0.483,0.512,0.005
0.948,0.05,0.002
0.7,0.296,0.004
0.922,0.076,0.002
0.905,0.093,0.002
0.954,0.043,0.003
0.929,0.069,0.002
0.844,0.154,0.003
0.907,0.09,0.003
0.217,0.778,0.005
0.927,0.065,0.008
0.969,0.029,0.002
0.933,0.064,0.003
0.056,0.911,0.033
0.909,0.088,0.004
0.363,0.629,0.008
0.958,0.04,0.002
0.884,0.112,0.004
0.967,0.03,0.003
0.915,0.083,0.002
0.706,0.29,0.004
0.402,0.592,0.006
0.243,0.745,0.012
0.88,0.118,0.002
0.949,0.048,0.003
0.942,0.056,0.002
0.921,0.075,0.003
0.975,0.022,0.003
0.199,0.797,0.004
0.971,0.027,0.002
0.948,0.05,0.003
0.963,0.034,0.003
0.879,0.118,0.003
0.963,0.033,0.004
0.194,0.799,0.007
0.652,0.341,0.007
0.743,0.253,0.003
0.937,0.061,0.002
0.853,0.143,0.004
0.931,0.067,0.002
0.703,0.293,0.004
0.864,0.133,0.003
0.875,0.122,0.003
0.921,0.075,0.003
0.713,0.281,0.006
0.437,0.559,0.004
0.925,0.072,0.003
0.936,0.062,0.002
0.841,0.139,0.02
0.931,0.066,0.003
0.93,0.068,0.003
0.966,0.031,0.004
0.94,0.058,0.002
0.764,0.231,0.005
0.815,0.182,0.004
0.132,0.862,0.005
0.98,0.018,0.002
0.328,0.664,0.008
0.928,0.07,0.002
0.954,0.044,0.002
0.863,0.134,0.003
0.919,0.079,0.003
0.922,0.076,0.002
0.921,0.076,0.003
0.607,0.386,0.007
0.72,0.275,0.005
0.826,0.171,0.003
0.853,0.143,0.005
0.924,0.073,0.003
0.945,0.052,0.003
0.941,0.056,0.002
0.582,0.412,0.006
0.134,0.777,0.089
0.93,0.068,0.003
0.541,0.451,0.008
0.963,0.034,0.003
0.961,0.036,0.002
0.969,0.028,0.003
0.922,0.075,0.003
0.665,0.331,0.004
0.541,0.453,0.006
0.177,0.817,0.005
0.973,0.024,0.003
0.907,0.089,0.005
0.895,0.103,0.002
0.96,0.038,0.002
0.961,0.036,0.004
0.177,0.804,0.018
0.929,0.068,0.003
0.621,0.374,0.005
0.98,0.018,0.002
0.925,0.071,0.004
0.217,0.768,0.014
0.101,0.891,0.008
0.978,0.019,0.003
0.929,0.068,0.003
0.75,0.243,0.007
0.94,0.057,0.003
0.946,0.052,0.002
0.894,0.103,0.002
0.926,0.07,0.003
0.812,0.183,0.005
0.973,0.026,0.001
0.959,0.038,0.003
0.918,0.079,0.003
0.956,0.041,0.002
0.686,0.311,0.004
0.808,0.187,0.004
0.931,0.067,0.002
0.879,0.118,0.003
0.926,0.071,0.003
0.96,0.038,0.002
0.977,0.02,0.003
0.633,0.361,0.006
0.955,0.041,0.004
0.827,0.169,0.004
0.581,0.411,0.008
0.856,0.142,0.003
0.973,0.024,0.002
0.928,0.069,0.003
0.973,0.025,0.002
0.934,0.063,0.003
0.573,0.423,0.004
0.85,0.145,0.004
0.894,0.103,0.003
0.746,0.249,0.006
0.521,0.473,0.006
0.815,0.149,0.036
0.589,0.403,0.008
0.861,0.136,0.003
0.816,0.18,0.004
0.966,0.032,0.002
0.888,0.109,0.003
0.794,0.201,0.005
0.811,0.185,0.004
0.865,0.132,0.003
0.947,0.051,0.002
0.885,0.113,0.002
0.624,0.367,0.009
0.86,0.137,0.002
0.814,0.179,0.007
0.973,0.025,0.002
0.952,0.045,0.003
0.843,0.154,0.004
0.811,0.187,0.003
0.369,0.627,0.004
0.845,0.151,0.004
0.965,0.033,0.002
0.701,0.294,0.006
0.93,0.068,0.002
0.844,0.152,0.004
0.304,0.692,0.005
0.957,0.041,0.002
0.59,0.406,0.004
0.939,0.059,0.003
0.354,0.641,0.005
0.961,0.037,0.002
0.973,0.025,0.002
0.927,0.07,0.002
0.975,0.022,0.003
0.69,0.306,0.004
0.93,0.067,0.003
0.932,0.066,0.003
0.503,0.494,0.004
0.952,0.046,0.002
0.904,0.092,0.004
0.968,0.031,0.002
0.783,0.214,0.004
0.947,0.05,0.003
0.897,0.101,0.003
0.705,0.291,0.004
0.96,0.037,0.002
0.832,0.164,0.004
0.871,0.127,0.003
0.945,0.052,0.002
0.821,0.176,0.004
0.7,0.295,0.005
0.958,0.04,0.002
0.637,0.359,0.004
0.878,0.12,0.002
0.897,0.098,0.005
0.879,0.118,0.003
0.96,0.038,0.002
0.958,0.04,0.002
0.763,0.233,0.004
0.97,0.027,0.002
0.983,0.013,0.004
0.947,0.05,0.003
0.808,0.188,0.004
0.967,0.03,0.002
0.955,0.042,0.003
0.486,0.508,0.006
0.909,0.088,0.003
0.32,0.675,0.005
0.963,0.035,0.002
0.968,0.03,0.002
0.93,0.066,0.004
0.829,0.167,0.004
0.945,0.051,0.005
0.926,0.07,0.004
0.383,0.61,0.006
0.909,0.088,0.003
0.955,0.043,0.002
0.944,0.053,0.002
0.969,0.029,0.002
0.923,0.074,0.003
0.97,0.026,0.003
0.945,0.053,0.002
0.215,0.768,0.016
0.832,0.165,0.003
0.943,0.055,0.002
0.901,0.096,0.003
0.715,0.282,0.003
0.984,0.014,0.002
0.963,0.035,0.002
0.538,0.456,0.006
0.695,0.301,0.005
0.755,0.242,0.003
0.761,0.235,0.003
0.949,0.048,0.003
0.867,0.129,0.004
0.93,0.068,0.002
0.863,0.134,0.003
0.858,0.137,0.004
0.963,0.035,0.002
0.935,0.063,0.002
0.954,0.043,0.003
0.891,0.106,0.003
0.967,0.031,0.002
0.929,0.069,0.003
0.691,0.303,0.006
0.943,0.054,0.003
0.712,0.284,0.004
0.322,0.674,0.003
0.961,0.037,0.002
0.846,0.149,0.004
0.907,0.089,0.004
0.942,0.055,0.003
0.964,0.034,0.002
0.97,0.028,0.002
0.614,0.368,0.018
0.864,0.132,0.004
0.796,0.201,0.003
0.935,0.06,0.005
0.261,0.733,0.006
0.976,0.022,0.002
0.894,0.104,0.002
0.937,0.06,0.002
0.979,0.02,0.002
0.987,0.01,0.002
0.842,0.153,0.005
0.925,0.073,0.003
0.957,0.041,0.002
0.959,0.038,0.002
0.851,0.147,0.003
0.695,0.3,0.006
0.973,0.025,0.002
0.953,0.045,0.002
0.948,0.051,0.001
0.286,0.677,0.038
0.901,0.094,0.004
0.115,0.879,0.006
0.908,0.088,0.004
0.949,0.049,0.002
0.971,0.027,0.003
0.884,0.113,0.003
0.951,0.045,0.003
0.918,0.079,0.003
0.905,0.092,0.003
0.946,0.051,0.003
0.914,0.083,0.003
0.702,0.288,0.01
0.952,0.046,0.002
0.785,0.21,0.005
0.936,0.061,0.002
0.636,0.36,0.004
0.919,0.079,0.002
0.973,0.025,0.002
0.918,0.08,0.003
0.977,0.022,0.001
0.381,0.61,0.009
0.951,0.047,0.002
0.952,0.045,0.002
0.925,0.073,0.002
0.97,0.028,0.002
0.834,0.163,0.003
0.24,0.753,0.006
0.932,0.065,0.003
0.503,0.489,0.008
0.95,0.047,0.002
0.237,0.756,0.007
0.346,0.648,0.007
0.943,0.055,0.002
0.947,0.05,0.003
0.604,0.392,0.004
0.854,0.142,0.004
0.628,0.364,0.008
0.944,0.054,0.002
0.944,0.053,0.003
0.975,0.023,0.002
0.968,0.03,0.002
0.896,0.1,0.004
0.971,0.027,0.002
0.932,0.065,0.003
0.687,0.306,0.007
0.957,0.041,0.002
0.897,0.1,0.003
0.925,0.073,0.003
0.933,0.063,0.003
0.925,0.072,0.003
0.817,0.18,0.003
0.947,0.051,0.002
0.867,0.129,0.004
0.969,0.029,0.002
0.962,0.036,0.002
0.905,0.091,0.004
0.977,0.021,0.002
0.855,0.143,0.002
0.898,0.097,0.005
0.838,0.158,0.004
0.89,0.107,0.002
0.185,0.808,0.007
0.118,0.866,0.016
0.974,0.024,0.002
0.602,0.391,0.007
0.837,0.159,0.004
0.977,0.021,0.002
0.96,0.037,0.002
0.555,0.436,0.009
0.924,0.073,0.002
0.964,0.035,0.002
0.356,0.635,0.009
0.964,0.033,0.002
0.963,0.034,0.003
0.937,0.061,0.002
0.957,0.041,0.002
0.983,0.015,0.003
0.961,0.037,0.002
0.903,0.094,0.003
0.974,0.025,0.002
0.967,0.031,0.003
0.958,0.04,0.002
0.947,0.05,0.003
0.652,0.342,0.006
0.923,0.075,0.002
0.712,0.282,0.006
0.954,0.044,0.002
0.955,0.043,0.002
0.938,0.058,0.004
0.929,0.068,0.003
0.973,0.025,0.003
0.97,0.028,0.002
0.872,0.124,0.004
0.938,0.059,0.003
0.964,0.034,0.003
0.956,0.041,0.003
0.975,0.023,0.002
0.962,0.036,0.002
0.086,0.869,0.045
0.917,0.079,0.004
0.714,0.282,0.003
0.885,0.112,0.003
0.35,0.64,0.01
0.892,0.105,0.003
0.972,0.026,0.002
0.353,0.641,0.006
0.934,0.063,0.002
0.054,0.827,0.119
0.955,0.043,0.002
0.323,0.673,0.004
0.936,0.062,0.002
0.967,0.03,0.003
0.983,0.014,0.003
0.9,0.098,0.002
0.882,0.114,0.004
0.841,0.153,0.006
0.962,0.035,0.002
0.932,0.066,0.002
0.758,0.238,0.004
0.955,0.043,0.002
0.793,0.204,0.003
0.776,0.221,0.003
0.904,0.093,0.003
0.86,0.137,0.003
0.92,0.077,0.003
0.96,0.038,0.002
0.921,0.077,0.002
0.936,0.061,0.002
0.973,0.024,0.003
0.871,0.126,0.003
0.974,0.024,0.003
0.951,0.047,0.002
0.472,0.524,0.004
0.952,0.046,0.002
0.705,0.292,0.003
0.83,0.166,0.004
0.941,0.056,0.003
0.982,0.016,0.002
0.266,0.727,0.007
0.36,0.634,0.006
0.775,0.22,0.005
0.982,0.017,0.001
0.71,0.28,0.01
0.807,0.189,0.004
0.755,0.241,0.004
0.443,0.55,0.007
0.906,0.087,0.007
0.807,0.188,0.004
0.796,0.2,0.003
0.814,0.182,0.004
0.533,0.464,0.003
0.896,0.102,0.002
0.934,0.063,0.003
0.31,0.685,0.005
0.905,0.092,0.003
0.785,0.212,0.003
0.959,0.038,0.003
0.802,0.193,0.005
0.842,0.154,0.003
0.964,0.033,0.002
0.899,0.098,0.003
0.967,0.03,0.003
0.851,0.146,0.002
0.865,0.131,0.004
0.959,0.039,0.002
0.952,0.045,0.002
0.931,0.067,0.002
0.394,0.499,0.108
0.973,0.024,0.003
0.489,0.502,0.008
0.974,0.024,0.002
0.979,0.019,0.002
0.978,0.02,0.002
0.552,0.443,0.005
0.965,0.032,0.002
0.881,0.117,0.002
0.409,0.584,0.007
0.973,0.025,0.002
0.974,0.025,0.002
0.962,0.036,0.002
0.734,0.262,0.004
0.88,0.117,0.003
0.964,0.034,0.003
0.904,0.093,0.002
0.956,0.041,0.003
0.508,0.485,0.007
0.981,0.017,0.002
0.182,0.812,0.006
0.954,0.043,0.003
0.793,0.203,0.004
0.924,0.074,0.002
0.842,0.154,0.004
0.973,0.025,0.003
0.976,0.022,0.002
0.938,0.059,0.003
0.158,0.835,0.008
0.684,0.311,0.005
0.954,0.043,0.002
0.471,0.522,0.007
0.922,0.075,0.002
0.89,0.106,0.004
0.47,0.509,0.021
0.971,0.026,0.003
0.916,0.08,0.004
0.892,0.105,0.003
0.903,0.094,0.002
0.958,0.04,0.002
0.912,0.085,0.004
0.898,0.1,0.003
0.969,0.028,0.003
0.944,0.054,0.002
0.933,0.065,0.003
0.946,0.05,0.004
0.958,0.04,0.002
0.946,0.052,0.002
0.953,0.042,0.005
0.965,0.032,0.003
0.74,0.253,0.006
0.937,0.059,0.003
0.623,0.373,0.004
0.942,0.056,0.002
0.076,0.888,0.036
0.941,0.057,0.002
0.929,0.069,0.002
0.978,0.018,0.004
0.91,0.088,0.002
0.964,0.033,0.002
0.904,0.092,0.004
0.854,0.142,0.004
0.608,0.381,0.011
0.863,0.135,0.003
0.183,0.804,0.013
0.895,0.102,0.003
0.944,0.054,0.002
0.88,0.118,0.003
0.974,0.024,0.002
0.613,0.382,0.005
0.452,0.542,0.006
0.626,0.365,0.01
0.898,0.098,0.004
0.764,0.23,0.006
0.915,0.082,0.003
0.808,0.189,0.003
0.628,0.367,0.006
0.315,0.681,0.004
0.88,0.117,0.003
0.27,0.722,0.008
0.924,0.073,0.003
0.953,0.045,0.002
0.716,0.28,0.004
0.878,0.117,0.005
0.911,0.086,0.003
0.535,0.46,0.005
0.955,0.043,0.002
0.379,0.613,0.007
0.803,0.193,0.004
0.915,0.082,0.003
0.775,0.22,0.004
0.914,0.084,0.002
0.941,0.056,0.003
0.835,0.161,0.003
0.946,0.052,0.002
0.608,0.386,0.006
0.793,0.204,0.003
0.914,0.082,0.004
0.796,0.201,0.003
0.784,0.213,0.003
0.744,0.252,0.004
0.714,0.282,0.004
0.844,0.153,0.004
0.958,0.038,0.004
0.797,0.197,0.007
0.943,0.055,0.002
0.94,0.058,0.002
0.924,0.074,0.003
0.807,0.188,0.005
0.947,0.05,0.003
0.882,0.115,0.003
0.469,0.517,0.014
0.696,0.3,0.004
0.904,0.094,0.002
0.94,0.058,0.002
0.688,0.308,0.004
0.89,0.107,0.002
0.938,0.059,0.003
0.953,0.045,0.003
0.951,0.046,0.003
0.977,0.021,0.002
0.975,0.023,0.002
0.548,0.449,0.004
0.972,0.027,0.002
0.69,0.306,0.005
0.893,0.102,0.005
0.589,0.404,0.007
0.901,0.096,0.003
0.922,0.075,0.003
0.78,0.216,0.004
0.904,0.093,0.003
0.261,0.735,0.004
0.834,0.163,0.004
0.867,0.128,0.005
0.976,0.022,0.002
0.806,0.19,0.004
0.971,0.027,0.002
0.93,0.067,0.003
0.79,0.207,0.004
0.94,0.058,0.002
0.733,0.264,0.003
0.93,0.067,0.003
0.819,0.178,0.003
0.788,0.209,0.003
0.493,0.502,0.004
0.757,0.239,0.004
0.968,0.029,0.002
0.969,0.028,0.003
0.957,0.041,0.002
0.929,0.069,0.002
0.926,0.072,0.002
0.798,0.198,0.004
0.858,0.138,0.004
0.567,0.429,0.005
0.904,0.093,0.003
0.945,0.052,0.003
0.921,0.077,0.002
0.982,0.016,0.003
0.96,0.037,0.003
0.833,0.163,0.003
0.648,0.348,0.003
0.968,0.029,0.002
0.926,0.071,0.003
0.486,0.509,0.004
0.72,0.276,0.003
0.872,0.125,0.003
0.861,0.135,0.004
0.416,0.579,0.005
0.53,0.46,0.01
0.074,0.916,0.01
0.92,0.077,0.003
0.723,0.273,0.004
0.967,0.031,0.002
0.848,0.149,0.003
0.938,0.06,0.002
0.875,0.121,0.004
0.928,0.069,0.003
0.866,0.13,0.004
0.957,0.041,0.002
0.862,0.136,0.002
0.97,0.028,0.003
0.893,0.103,0.003
0.824,0.173,0.003
0.881,0.115,0.004
0.972,0.026,0.002
0.923,0.074,0.003
0.937,0.06,0.002
0.949,0.049,0.002
0.976,0.022,0.002
0.925,0.072,0.003
0.883,0.112,0.005
0.612,0.382,0.006
0.934,0.063,0.002
0.955,0.043,0.002
0.952,0.046,0.002
0.683,0.314,0.003
0.594,0.402,0.004
0.803,0.194,0.003
0.976,0.022,0.002
0.874,0.123,0.003
0.952,0.046,0.002
0.652,0.344,0.004
0.97,0.028,0.002
0.913,0.085,0.002
0.765,0.232,0.003
0.113,0.857,0.03
0.877,0.115,0.007
0.661,0.336,0.004
0.932,0.066,0.002
0.185,0.805,0.01
0.919,0.079,0.003
0.79,0.207,0.003
0.749,0.237,0.014
0.757,0.238,0.005
0.514,0.481,0.005
0.793,0.203,0.005
0.639,0.355,0.006
0.58,0.417,0.003
0.938,0.06,0.002
0.765,0.231,0.004
0.857,0.14,0.003
0.223,0.773,0.004
0.972,0.027,0.002
0.792,0.205,0.003
0.959,0.039,0.002
0.834,0.162,0.004
0.842,0.153,0.005
0.914,0.084,0.002
0.973,0.025,0.002
0.902,0.095,0.003
0.962,0.036,0.002
0.95,0.048,0.002
0.957,0.041,0.002
0.61,0.386,0.004
0.525,0.471,0.004
0.935,0.062,0.002
0.964,0.034,0.002
0.484,0.512,0.004
0.937,0.06,0.003
0.938,0.059,0.003
0.946,0.05,0.004
0.981,0.016,0.003
0.199,0.794,0.006
0.347,0.647,0.006
0.767,0.231,0.002
0.957,0.041,0.002
0.727,0.269,0.003
0.923,0.074,0.003
0.952,0.046,0.002
0.338,0.655,0.007
0.961,0.036,0.003
0.938,0.059,0.003
0.878,0.119,0.004
0.748,0.249,0.003
0.831,0.165,0.003
0.981,0.018,0.002
0.962,0.036,0.003
0.691,0.305,0.004
0.886,0.112,0.003
0.954,0.044,0.002
0.64,0.355,0.004
0.83,0.167,0.004
0.697,0.299,0.003
0.919,0.079,0.002
0.88,0.116,0.003
0.962,0.036,0.002
0.138,0.788,0.074
0.909,0.088,0.003
0.968,0.03,0.002
0.214,0.781,0.005
0.947,0.051,0.002
0.969,0.028,0.002
0.977,0.02,0.003
0.93,0.068,0.002
0.87,0.124,0.005
0.867,0.131,0.002
0.452,0.543,0.005
0.251,0.63,0.119
0.549,0.445,0.006
0.931,0.067,0.002
0.785,0.211,0.004
0.857,0.14,0.003
0.928,0.07,0.002
0.844,0.154,0.003
0.784,0.211,0.004
0.621,0.374,0.005
0.935,0.063,0.002
0.89,0.107,0.003
0.949,0.049,0.002
0.927,0.07,0.003
0.967,0.031,0.003
0.921,0.077,0.003
0.518,0.478,0.004
0.975,0.023,0.002
0.971,0.026,0.002
0.931,0.066,0.003
0.944,0.053,0.002
0.955,0.042,0.002
0.947,0.05,0.004
0.139,0.854,0.008
0.262,0.733,0.005
0.902,0.095,0.003
0.819,0.178,0.003
0.98,0.018,0.002
0.762,0.23,0.008
0.94,0.055,0.004
0.797,0.198,0.005
0.91,0.088,0.003
0.943,0.054,0.003
0.953,0.043,0.004
0.932,0.065,0.003
0.459,0.534,0.006
0.816,0.181,0.003
0.846,0.15,0.004
0.799,0.198,0.003
0.129,0.773,0.098
0.958,0.04,0.002
0.463,0.53,0.007
0.939,0.058,0.002
0.86,0.136,0.005
0.951,0.047,0.003
0.77,0.227,0.003
0.905,0.091,0.004
0.953,0.044,0.002
0.963,0.035,0.002
0.958,0.04,0.002
0.929,0.068,0.003
0.722,0.273,0.005
0.785,0.211,0.004
0.706,0.291,0.004
0.86,0.137,0.003
0.971,0.027,0.002
0.786,0.21,0.004
0.578,0.419,0.004
0.914,0.083,0.003
0.894,0.103,0.003
0.708,0.288,0.004
0.941,0.056,0.003
0.943,0.055,0.003
0.398,0.594,0.008
0.841,0.152,0.007
0.906,0.091,0.003
0.923,0.075,0.003
0.938,0.06,0.002
0.611,0.381,0.008
0.894,0.103,0.003
0.871,0.125,0.004
0.714,0.278,0.008
0.833,0.164,0.003
0.958,0.04,0.003
0.974,0.024,0.002
0.476,0.519,0.005
0.858,0.134,0.007
0.814,0.182,0.004
0.958,0.039,0.002
0.91,0.087,0.002
0.58,0.403,0.017
0.895,0.103,0.003
0.914,0.084,0.003
0.974,0.023,0.003
0.893,0.104,0.002
0.935,0.063,0.002
0.947,0.051,0.002
0.973,0.025,0.002
0.634,0.359,0.007
0.255,0.738,0.007
0.832,0.164,0.003
0.117,0.793,0.09
0.776,0.22,0.004
0.257,0.737,0.006
0.951,0.047,0.002
0.542,0.451,0.007
0.972,0.026,0.002
0.945,0.053,0.003
0.961,0.037,0.002
0.897,0.099,0.003
0.952,0.046,0.002
0.97,0.028,0.002
0.889,0.108,0.002
0.933,0.064,0.003
0.979,0.018,0.003
0.797,0.196,0.006
0.964,0.034,0.002
0.958,0.04,0.002
0.621,0.372,0.006
0.935,0.063,0.003
0.952,0.046,0.002
0.753,0.243,0.004
0.77,0.227,0.003
0.698,0.296,0.006
0.964,0.033,0.002
0.95,0.047,0.003
0.88,0.117,0.002
0.943,0.054,0.003
0.916,0.081,0.003
0.974,0.024,0.002
0.902,0.095,0.003
0.891,0.106,0.003
0.935,0.062,0.003
0.967,0.031,0.002
0.925,0.072,0.003
0.959,0.039,0.002
0.96,0.037,0.002
0.939,0.059,0.002
0.961,0.037,0.002
0.871,0.126,0.003
0.097,0.886,0.017
0.792,0.206,0.002
0.953,0.044,0.003
0.874,0.123,0.003
0.593,0.402,0.005
0.622,0.373,0.005
0.944,0.053,0.003
0.905,0.093,0.002
0.905,0.092,0.003
0.309,0.685,0.006
0.701,0.291,0.008
0.853,0.142,0.004
0.956,0.043,0.002
0.881,0.115,0.004
0.467,0.526,0.007
0.399,0.597,0.004
0.917,0.082,0.002
0.918,0.077,0.005
0.935,0.063,0.002
0.978,0.02,0.002
0.919,0.078,0.003
0.974,0.023,0.002
0.97,0.027,0.003
0.123,0.82,0.057
0.904,0.094,0.002
0.727,0.27,0.003
0.966,0.032,0.002
0.944,0.053,0.003
0.864,0.134,0.002
0.9,0.098,0.002
0.935,0.062,0.003
0.853,0.132,0.015
0.833,0.164,0.003
0.933,0.064,0.003
0.934,0.064,0.002
0.754,0.24,0.006
0.548,0.445,0.007
0.858,0.139,0.003
0.947,0.05,0.003
0.909,0.085,0.005
0.238,0.755,0.007
0.962,0.036,0.002
0.96,0.038,0.002
0.909,0.088,0.003
0.958,0.04,0.003
0.961,0.036,0.002
0.946,0.051,0.003
0.591,0.403,0.006
0.934,0.063,0.002
0.956,0.041,0.002
0.946,0.052,0.003
0.942,0.056,0.002
0.973,0.025,0.002
0.93,0.068,0.002
0.944,0.053,0.003
0.907,0.091,0.002
0.615,0.38,0.005
0.942,0.055,0.003
0.955,0.043,0.002
0.399,0.595,0.006
0.92,0.078,0.002
0.972,0.026,0.002
0.84,0.157,0.003
0.707,0.288,0.005
0.901,0.095,0.004
0.764,0.233,0.003
0.972,0.026,0.002
0.243,0.731,0.026
0.976,0.022,0.002
0.982,0.016,0.002
0.454,0.523,0.023
0.984,0.014,0.002
0.938,0.059,0.003
0.979,0.018,0.003
0.974,0.023,0.002
0.976,0.022,0.002
0.94,0.058,0.002
0.961,0.037,0.003
0.78,0.218,0.002
0.958,0.04,0.002
0.973,0.026,0.002
0.852,0.145,0.003
0.892,0.105,0.003
0.538,0.456,0.006
0.057,0.929,0.014
0.951,0.046,0.003
0.935,0.063,0.002
0.933,0.064,0.003
0.959,0.039,0.002
0.186,0.646,0.168
0.974,0.024,0.002
0.171,0.735,0.094
0.91,0.087,0.003
0.191,0.803,0.005
0.902,0.095,0.003
0.92,0.077,0.003
0.773,0.221,0.006
0.872,0.125,0.003
0.964,0.034,0.002
0.88,0.118,0.003
0.898,0.099,0.003
0.623,0.373,0.004
0.939,0.058,0.003
0.747,0.249,0.004
0.935,0.061,0.003
0.634,0.361,0.005
0.929,0.069,0.002
0.781,0.216,0.003
0.947,0.05,0.003
0.967,0.031,0.002
0.469,0.52,0.012
0.826,0.169,0.004
0.955,0.042,0.002
0.973,0.025,0.002
0.864,0.133,0.003
0.876,0.12,0.004
0.975,0.024,0.001
0.907,0.091,0.002
0.976,0.022,0.002
0.965,0.032,0.002
0.893,0.103,0.004
0.9,0.096,0.003
0.803,0.193,0.004
0.951,0.047,0.003
0.936,0.061,0.003
0.963,0.035,0.002
0.971,0.027,0.003
0.955,0.043,0.003
0.545,0.449,0.005
0.953,0.045,0.002
0.919,0.078,0.003
0.472,0.523,0.006
0.93,0.067,0.002
0.926,0.072,0.002
0.835,0.163,0.002
0.961,0.037,0.002
0.94,0.057,0.003
0.756,0.239,0.004
0.844,0.152,0.004
0.907,0.09,0.003
0.67,0.326,0.004
0.88,0.116,0.004
0.84,0.157,0.004
0.945,0.052,0.002
0.865,0.129,0.006
0.966,0.031,0.003
0.861,0.136,0.003
0.851,0.145,0.004
0.924,0.073,0.003
0.879,0.119,0.002
0.95,0.049,0.002
0.796,0.2,0.004
0.936,0.061,0.003
0.818,0.179,0.004
0.855,0.141,0.004
0.717,0.277,0.006
0.966,0.031,0.003
0.941,0.057,0.002
0.945,0.053,0.002
0.921,0.077,0.002
0.957,0.04,0.002
0.899,0.096,0.004
0.954,0.044,0.002
0.832,0.165,0.003
0.953,0.043,0.003
0.89,0.107,0.003
0.963,0.035,0.002
0.95,0.048,0.002
0.936,0.061,0.003
0.933,0.064,0.003
0.974,0.023,0.003
0.921,0.077,0.003
0.96,0.037,0.003
0.76,0.235,0.005
0.69,0.306,0.004
0.935,0.062,0.002
0.202,0.793,0.005
0.964,0.034,0.002
0.973,0.025,0.002
0.936,0.062,0.002
0.884,0.113,0.003
0.839,0.157,0.004
0.919,0.078,0.003
0.944,0.054,0.002
0.827,0.165,0.007
0.915,0.083,0.003
0.941,0.056,0.002
0.64,0.356,0.004
0.878,0.119,0.003
0.759,0.237,0.004
0.854,0.142,0.004
0.934,0.065,0.002
0.88,0.117,0.003
0.659,0.335,0.006
0.903,0.092,0.005
0.967,0.031,0.002
0.822,0.174,0.004
0.955,0.043,0.002
0.955,0.043,0.002
0.947,0.05,0.002
0.455,0.54,0.005
0.927,0.07,0.004
0.739,0.257,0.004
0.785,0.21,0.004
0.758,0.237,0.005
0.833,0.164,0.003
0.932,0.066,0.002
0.875,0.123,0.002
0.971,0.027,0.002
0.981,0.017,0.002
0.924,0.07,0.006
0.633,0.362,0.005
0.96,0.038,0.003
0.605,0.391,0.003
0.949,0.048,0.004
0.9,0.097,0.003
0.832,0.165,0.003
0.972,0.025,0.003
0.971,0.027,0.002
0.955,0.042,0.003
0.776,0.219,0.005
0.912,0.083,0.005
0.87,0.127,0.003
0.933,0.054,0.013
0.822,0.175,0.003
0.961,0.037,0.003
0.856,0.141,0.003
0.602,0.395,0.003
0.928,0.069,0.003
0.9,0.096,0.003
0.971,0.027,0.002
0.963,0.035,0.002
0.97,0.027,0.003
0.945,0.053,0.002
0.974,0.024,0.002
0.886,0.11,0.004
0.962,0.035,0.003
0.941,0.057,0.002
0.118,0.785,0.097
0.357,0.628,0.016
0.162,0.744,0.094
0.971,0.027,0.002
0.807,0.188,0.005
0.95,0.047,0.003
0.678,0.319,0.004
0.952,0.045,0.003
